row_id,label,status,node,started_at,ended_at,return_code,command,stdout_log,stderr_log
acdhh_8001,prediction_bayesflow_set_posterior_v100_20260426_median,COMPLETED,fal101,2026-04-26T08:35:22-04:00,2026-04-26T08:35:44-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_set_posterior_v100_20260426_median --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_set_posterior_v100_20260426/predictions_median.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8001.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8001.err
acdhh_8007,prediction_bayesflow_temporal_v100_20260426_median,COMPLETED,fal102,2026-04-26T08:35:22-04:00,2026-04-26T08:35:50-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_temporal_v100_20260426_median --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_temporal_v100_20260426/predictions_median.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8007.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8007.err
acdhh_8010,prediction_bayesflow_set_posterior_v100_20260426_mean,COMPLETED,fal103,2026-04-26T08:35:22-04:00,2026-04-26T08:35:50-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_set_posterior_v100_20260426_mean --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_set_posterior_v100_20260426/predictions_mean.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8010.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8010.err
acdhh_8012,prediction_bayesflow_set_posterior_v100_20260426_medoid,COMPLETED,fal108,2026-04-26T08:35:22-04:00,2026-04-26T08:35:56-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_set_posterior_v100_20260426_medoid --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_set_posterior_v100_20260426/predictions_medoid.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8012.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8012.err
acdhh_8014,prediction_bayesflow_fusion_transformer_v100_20260426_mean,COMPLETED,fal101,2026-04-26T08:35:45-04:00,2026-04-26T08:36:12-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_fusion_transformer_v100_20260426_mean --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_fusion_transformer_v100_20260426/predictions_mean.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8014.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8014.err
acdhh_8016,prediction_bayesflow_temporal_v100_20260426_mean,COMPLETED,fal102,2026-04-26T08:35:45-04:00,2026-04-26T08:36:12-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_temporal_v100_20260426_mean --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_temporal_v100_20260426/predictions_mean.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8016.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8016.err
acdhh_8017,prediction_bayesflow_fusion_transformer_v100_20260426_medoid,COMPLETED,fal103,2026-04-26T08:35:51-04:00,2026-04-26T08:36:18-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_fusion_transformer_v100_20260426_medoid --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_fusion_transformer_v100_20260426/predictions_medoid.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8017.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8017.err
acdhh_8019,prediction_bayesflow_temporal_v100_20260426_medoid,COMPLETED,fal108,2026-04-26T08:35:56-04:00,2026-04-26T08:36:18-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_temporal_v100_20260426_medoid --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_temporal_v100_20260426/predictions_medoid.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8019.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8019.err
acdhh_8020,prediction_bayesflow_fusion_transformer_v100_20260426_median,COMPLETED,fal102,2026-04-26T08:36:07-04:00,2026-04-26T08:36:30-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_fusion_transformer_v100_20260426_median --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_fusion_transformer_v100_20260426/predictions_median.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8020.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8020.err
acdhh_8029,prediction_bayesflow_temporal_transformer_v100_20260426_median,COMPLETED,fal101,2026-04-26T08:36:13-04:00,2026-04-26T08:36:35-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_bayesflow_temporal_transformer_v100_20260426_median --init-mode prediction --prediction-file /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/bayesflow_temporal_transformer_v100_20260426/predictions_median.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8029.out,data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_8029.err
