row_id,label,status,node,started_at,ended_at,return_code,command,stdout_log,stderr_log
acdhh_0001,hybrid_prediction_swyft_tmnre_schedule_matrix,COMPLETED,fal101,2026-04-25T22:03:12-04:00,2026-04-25T22:03:51-04:00,0,cd /projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch && /projects/neuro-collab/conda/neuro-collab-env/bin/python scripts/run_hh_track4_assumption_conditioned_hybrid_refinement_surrogate_bundle_integration_20260425.py --bundle-label prediction_swyft_tmnre_schedule_matrix --init-mode prediction --prediction-file data/important_notes/optimization_track_20260425_hh_track4_run_all_literature_plan/runs/swyft_tmnre_schedule_matrix_v100_20260425/predictions_test.npz --n-exemplars 3 --trace-length 2000 --maxiter 120,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_0001.out,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/logs/acdhh_0001.err
