baseline,repeat,feature_mode,feature_load_sec,fit_sec,eval_sec,total_sec,peak_rss_mb,n_train,n_eval,sec_per_1k_train,ms_per_eval_example,mae,mse,r2,params,helper_source
random_forest_500,1,raw_plus_fft256_summary12,15.279857535846531,213.53000261634588,0.09712294954806566,228.9071811195463,13041.0234375,4096,1024,52.13134829500632,0.09484663041803287,441.0327819768649,2349141.0381225995,0.19885775257915514,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
knn_k11,1,raw_plus_fft256_summary12,3.872925997711718,0.0035406770184636116,0.16746413707733154,4.044088751077652,13061.30078125,4096,1024,0.0008644231002108427,0.16353919636458158,501.3808769765085,2731597.0250487556,0.11920945757797735,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
random_forest_500,2,raw_plus_fft256_summary12,3.6038149427622557,214.4638252509758,0.0973460366949439,218.16517584957182,13067.95703125,4096,1024,52.35933233666401,0.09506448895990616,441.0327819768649,2349141.0381225995,0.19885775257915514,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
knn_k11,2,raw_plus_fft256_summary12,3.6551246773451567,0.0033257966861128807,0.15537678636610508,3.813983779400587,13066.8125,4096,1024,0.0008119620815705275,0.1517351429356495,501.3808769765085,2731597.0250487556,0.11920945757797735,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
random_forest_500,3,raw_plus_fft256_summary12,3.6401210203766823,213.07710731308907,0.097522197291255,216.8149457583204,13066.10546875,4096,1024,52.02077815260964,0.09523652079224121,441.0327819768649,2349141.0381225995,0.19885775257915514,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
knn_k11,3,raw_plus_fft256_summary12,3.6239767828956246,0.0033804066479206085,0.1549112182110548,3.7824350856244564,13067.609375,4096,1024,0.0008252945917774923,0.1512804865342332,501.3808769765085,2731597.0250487556,0.11920945757797735,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/pytorch/configs/fourth_track_hh_full/params_dnn_tar_hh_full.yaml,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/scripts/run_hh_classical_baseline_20260420.py
