phase,strategy_id,n_runs,mean_mae,std_mae,mean_r2,mean_runtime_sec,task_ids
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_depth20_noise005,4,921.556346444966,0.14481252191827723,-0.4842705789740927,13.61164903640747,"a30_tuned_tree_robustness__a30t4crob_0061,a30_tuned_tree_robustness__a30t4crob_0062,a30_tuned_tree_robustness__a30t4crob_0063,a30_tuned_tree_robustness__a30t4crob_0064"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf3_clean,4,505.00405702210816,0.0,0.1150522329925997,11.541274845600128,"a30_tuned_tree_robustness__a30t4crob_0017,a30_tuned_tree_robustness__a30t4crob_0018,a30_tuned_tree_robustness__a30t4crob_0019,a30_tuned_tree_robustness__a30t4crob_0020"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf3_noise001,4,912.157118640003,0.2925109580308889,-0.40949440157951394,11.694442451000214,"a30_tuned_tree_robustness__a30t4crob_0021,a30_tuned_tree_robustness__a30t4crob_0022,a30_tuned_tree_robustness__a30t4crob_0023,a30_tuned_tree_robustness__a30t4crob_0024"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf3_noise002,4,918.0246773736803,0.24053072271864714,-0.44888492761580057,11.614096462726593,"a30_tuned_tree_robustness__a30t4crob_0025,a30_tuned_tree_robustness__a30t4crob_0026,a30_tuned_tree_robustness__a30t4crob_0027,a30_tuned_tree_robustness__a30t4crob_0028"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf3_noise005,4,921.512355299555,0.12615240022410806,-0.4798645677204264,11.457593262195587,"a30_tuned_tree_robustness__a30t4crob_0029,a30_tuned_tree_robustness__a30t4crob_0030,a30_tuned_tree_robustness__a30t4crob_0031,a30_tuned_tree_robustness__a30t4crob_0032"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf5_clean,4,507.08402985311415,0.0,0.11749455781284235,10.873603105545044,"a30_tuned_tree_robustness__a30t4crob_0033,a30_tuned_tree_robustness__a30t4crob_0034,a30_tuned_tree_robustness__a30t4crob_0035,a30_tuned_tree_robustness__a30t4crob_0036"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf5_noise001,4,910.8447488573026,0.11547147164261436,-0.4042542588779231,10.288900017738342,"a30_tuned_tree_robustness__a30t4crob_0037,a30_tuned_tree_robustness__a30t4crob_0038,a30_tuned_tree_robustness__a30t4crob_0039,a30_tuned_tree_robustness__a30t4crob_0040"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf5_noise002,4,917.6214654188279,0.14070470876000118,-0.4443638516553009,10.26386022567749,"a30_tuned_tree_robustness__a30t4crob_0041,a30_tuned_tree_robustness__a30t4crob_0042,a30_tuned_tree_robustness__a30t4crob_0043,a30_tuned_tree_robustness__a30t4crob_0044"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_leaf5_noise005,4,921.3701176170762,0.16166614119340042,-0.475948713406993,10.2557954788208,"a30_tuned_tree_robustness__a30t4crob_0045,a30_tuned_tree_robustness__a30t4crob_0046,a30_tuned_tree_robustness__a30t4crob_0047,a30_tuned_tree_robustness__a30t4crob_0048"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_noise001,4,915.0786308405183,0.1620842835467787,-0.42084215047976403,17.327549874782562,"a30_tuned_tree_robustness__a30t4crob_0005,a30_tuned_tree_robustness__a30t4crob_0006,a30_tuned_tree_robustness__a30t4crob_0007,a30_tuned_tree_robustness__a30t4crob_0008"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_noise002,4,919.3221807332912,0.26962710697997627,-0.4577914594111633,17.02188277244568,"a30_tuned_tree_robustness__a30t4crob_0009,a30_tuned_tree_robustness__a30t4crob_0010,a30_tuned_tree_robustness__a30t4crob_0011,a30_tuned_tree_robustness__a30t4crob_0012"
phaseAP_track4_a30_tuned_tree_robustness,extra_trees_500_noise005,4,921.4245233006308,0.14006837159226884,-0.48527157316113767,17.28282755613327,"a30_tuned_tree_robustness__a30t4crob_0013,a30_tuned_tree_robustness__a30t4crob_0014,a30_tuned_tree_robustness__a30t4crob_0015,a30_tuned_tree_robustness__a30t4crob_0016"
phaseAP_track4_a30_tuned_tree_robustness,knn_k5_clean,4,510.9900233128797,0.0,0.09003966420273435,5.383182644844055,"a30_tuned_tree_robustness__a30t4crob_0065,a30_tuned_tree_robustness__a30t4crob_0066,a30_tuned_tree_robustness__a30t4crob_0067,a30_tuned_tree_robustness__a30t4crob_0068"
phaseAP_track4_a30_tuned_tree_robustness,knn_k5_noise001,4,516.6382395344484,1.1618251899543373,0.08928913986605183,5.252060055732727,"a30_tuned_tree_robustness__a30t4crob_0069,a30_tuned_tree_robustness__a30t4crob_0070,a30_tuned_tree_robustness__a30t4crob_0071,a30_tuned_tree_robustness__a30t4crob_0072"
phaseAP_track4_a30_tuned_tree_robustness,knn_k5_noise002,4,525.8547243163425,1.6534566142187135,0.0883530533782318,5.238185882568359,"a30_tuned_tree_robustness__a30t4crob_0073,a30_tuned_tree_robustness__a30t4crob_0074,a30_tuned_tree_robustness__a30t4crob_0075,a30_tuned_tree_robustness__a30t4crob_0076"
phaseAP_track4_a30_tuned_tree_robustness,knn_k5_noise005,4,553.2430698687273,3.6049665028638596,0.07595778523678562,5.318196892738342,"a30_tuned_tree_robustness__a30t4crob_0077,a30_tuned_tree_robustness__a30t4crob_0078,a30_tuned_tree_robustness__a30t4crob_0079,a30_tuned_tree_robustness__a30t4crob_0080"
