run_name,acquisition_policy,mean_abs_log10_error_params_mean,mean_relative_error_params_mean,posterior_contraction_mean_mean,ess_mean,runtime_sec,source
active_sequential_smoke_20260425,,0.4670966163540405,1.0029633835950924,0.39907071195072163,2.0387999832283326,7.804222106933594,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_smoke_20260425/active_sequential_manifest.json
active_sequential_wasserstein_smoke_20260425,wasserstein,0.4745312030893403,0.6518958387172596,0.00021386807841721947,1.0000001182830938,42.10385179519653,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_wasserstein_smoke_20260425/active_sequential_manifest.json
active_sequential_disagreement_full_20260425,disagreement,0.6110352950449611,0.8697715932636142,0.23617617438678418,2.0563136487539877,35.15844988822937,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_disagreement_full_20260425/active_sequential_manifest.json
active_sequential_default_20260425,,0.6114635077815243,0.8726766927355512,0.23969401118749273,2.0574290560562773,30.9173264503479,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_default_20260425/active_sequential_manifest.json
active_sequential_wasserstein_full_20260425,wasserstein,0.6137649380848997,0.8690132107560233,0.20401751796515583,2.0373070290351585,35.32347774505615,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_wasserstein_full_20260425/active_sequential_manifest.json
active_sequential_uncertainty_full_20260425,uncertainty,0.6138880653015618,0.8688741901492637,0.20135217184329804,2.036543539921621,35.19844722747803,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/active_sequential_uncertainty_full_20260425/active_sequential_manifest.json
asnpe_primary_v100_20260426,asnpe_style,0.7544479816041466,20.83471965327355,0.9684781481236969,,12.793870687484741,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/asnpe_primary_v100_20260426/asnpe_manifest.json
asnpe_smoke_local_20260426,asnpe_style,0.8594091446032479,4.422506078605723,0.6120708913787059,,9.051952123641968,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/asnpe_smoke_local_20260426/asnpe_manifest.json
asnpe_secondary_v100_20260426,asnpe_style,0.9154003944675105,26.64928160925278,0.6313873184422193,,12.448345184326172,/projects/neuro-collab/code/fhn_dnn-1-implementation-in-pytorch/data/important_notes/optimization_track_20260425_hh_track4_assumption_conditioned_surrogate_bundle/runs/active_sequential/asnpe_secondary_v100_20260426/asnpe_manifest.json
