section,name,metric_name,metric_value,note
direct_clean,extra_trees_500_depth20,mean_mae,500.4302262599246,phaseAP_track4_a30_baseline_finalists_confirmation
aligned_framework,a30runall__bayesflow_native_meanstd_v100_20260425,mae,595.6303100585938,bayesflow_native
decision_rule,a30runall__bayesflow_set_posterior_v100_20260426::median,mae,564.6381225585938,bayesflow
decision_rule_noncomparable_upstream,a30lit__simformer_official_hh_primary_20260426::mean,mae,7.624423503875732,upstream_hh_benchmark_not_directly_comparable
active_policy_heuristic,a30surr__active_sequential_wasserstein_smoke_20260425,mean_abs_log10_error_params_mean,0.4646704614711557,wasserstein
active_policy_asnpe,a30surr__asnpe_extended_v100_20260428,mean_abs_log10_error_params_mean,0.6557816863059998,asnpe_style
hybrid_initializer,hybrid_refinement_surrogate_bundle_prediction_snpe_maf_r3_pool4096_final2048_medoid_20260427,objective,2.6445127444172654,predictions_medoid
